wikidata_id,common_name,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,max_speed_mph,conservation_status,pageviews_30d,image_url,image_file_page,image_license,image_attribution
Q125814326,black-backed jackal,Lupulella mesomelas,Black-backed jackal,https://en.wikipedia.org/wiki/Black-backed_jackal,,,62.5,4.5,,Least Concern,7112,https://upload.wikimedia.org/wikipedia/commons/9/9a/135_Black-backed_jackal_hunting_for_food_at_Cape_cross_Photo_by_Giles_Laurent.jpg,https://commons.wikimedia.org/wiki/File%3A135_Black-backed_jackal_hunting_for_food_at_Cape_cross_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Giles_Laurent"" title=""User:Giles Laurent"">Giles Laurent</a> / CC BY-SA 4.0"
Q5060377,Central Asian red deer,Cervus hanglu,Central Asian red deer,https://en.wikipedia.org/wiki/Central_Asian_red_deer,,,,,,Least Concern,1171,https://upload.wikimedia.org/wikipedia/commons/c/ca/Bukhara_Deer_stag_at_Speyside_Wildlife_Park_-_geograph.org.uk_-_1002574.jpg,https://commons.wikimedia.org/wiki/File%3ABukhara_Deer_stag_at_Speyside_Wildlife_Park_-_geograph.org.uk_-_1002574.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.geograph.org.uk/profile/18375"">sylvia duckworth</a> / CC BY-SA 2.0"
Q1762922,African giant shrew,Crocidura olivieri,African giant shrew,https://en.wikipedia.org/wiki/African_giant_shrew,,,,,,Least Concern,260,https://upload.wikimedia.org/wikipedia/commons/f/f2/The_Congo_Expedition_of_the_American_Museum_of_Natural_History_%281919%29_%2820680539435%29.jpg,https://commons.wikimedia.org/wiki/File%3AThe_Congo_Expedition_of_the_American_Museum_of_Natural_History_%281919%29_%2820680539435%29.jpg,No restrictions,"<p>Osborn, Henry Fairfield, 1857-1935;
</p>
American Museum of Natural History / No restrictions"
Q2643265,Miniopterus majori,Miniopterus majori,Major's long-fingered bat,https://en.wikipedia.org/wiki/Major's_long-fingered_bat,,,,,,Least Concern,37,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q558009,Narrow-winged Pipistrelle,Pipistrellus stenopterus,Narrow-winged pipistrelle,https://en.wikipedia.org/wiki/Narrow-winged_pipistrelle,,,,,,Least Concern,61,https://upload.wikimedia.org/wikipedia/commons/9/9d/Pipistrellus_stenopterus.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_stenopterus.jpg,Public domain,George Edward Dobson / Public domain
Q301068,Hispid hare,Caprolagus hispidus,Hispid hare,https://en.wikipedia.org/wiki/Hispid_hare,,,,,,Endangered,2137,https://upload.wikimedia.org/wikipedia/commons/9/93/Caprolagus_hispidus_Chitwan_Rediscovery_2017.jpg,https://commons.wikimedia.org/wiki/File%3ACaprolagus_hispidus_Chitwan_Rediscovery_2017.jpg,CC BY 4.0,Bed Bahadur Khadka / CC BY 4.0
Q746127,Myotis lucifugus,Myotis lucifugus,Little brown bat,https://en.wikipedia.org/wiki/Little_brown_bat,,,55.0,1.0,,Endangered,3794,https://upload.wikimedia.org/wikipedia/commons/8/88/Little_Brown_Myotis_%28cropped%29.JPG,https://commons.wikimedia.org/wiki/File%3ALittle_Brown_Myotis_%28cropped%29.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:SMBishop&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:SMBishop (page does not exist)"">SMBishop</a> / CC BY-SA 3.0"
Q559050,Hose's palm civet,Diplogale hosei,Hose's palm civet,https://en.wikipedia.org/wiki/Hose's_palm_civet,,,,,,Vulnerable,496,https://upload.wikimedia.org/wikipedia/commons/6/6e/HemigaleHoseiSmit.jpg,https://commons.wikimedia.org/wiki/File%3AHemigaleHoseiSmit.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Joseph_Smit"" class=""extiw"" title=""w:en:Joseph Smit""><span title=""Dutch natural history illustrator (1836-1929)"">Joseph Smit</span></a></bdi> / Public domain"
Q913930,Mexican Free-tailed Bat,Tadarida brasiliensis,Mexican free-tailed bat,https://en.wikipedia.org/wiki/Mexican_free-tailed_bat,,,,,100.66213314244811,Least Concern,4589,https://upload.wikimedia.org/wikipedia/commons/b/b5/Mexican_free-tailed_bat_%288006856842%29.jpg,https://commons.wikimedia.org/wiki/File%3AMexican_free-tailed_bat_%288006856842%29.jpg,Public domain,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/50838842@N06"">U.S. Fish and Wildlife Service Headquarters</a> / Public domain"
Q955340,New Zealand lesser short-tailed bat,Mystacina tuberculata,New Zealand lesser short-tailed bat,https://en.wikipedia.org/wiki/New_Zealand_lesser_short-tailed_bat,0.005,,,1.0,,Vulnerable,1326,https://upload.wikimedia.org/wikipedia/commons/8/8c/Mystacina_tuberculata.jpg,https://commons.wikimedia.org/wiki/File%3AMystacina_tuberculata.jpg,CC BY 4.0,"Santana SE, Dial TO, Eiting TP, Alfaro ME / CC BY 4.0"
Q591146,Veracruz shrew,Sorex veraecrucis,Veracruz shrew,https://en.wikipedia.org/wiki/Veracruz_shrew,,,,,,Least Concern,36,https://upload.wikimedia.org/wikipedia/commons/f/fe/BairdShrew23.jpg,https://commons.wikimedia.org/wiki/File%3ABairdShrew23.jpg,Public domain,Public domain
Q160042,African buffalo,Syncerus caffer,African buffalo,https://en.wikipedia.org/wiki/African_buffalo,,,340.0,,,Near Threatened,20041,https://upload.wikimedia.org/wikipedia/commons/1/13/African_buffalo_%28Syncerus_caffer_caffer%29_male_with_cattle_egret.jpg,https://commons.wikimedia.org/wiki/File%3AAfrican_buffalo_%28Syncerus_caffer_caffer%29_male_with_cattle_egret.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q288108,Hipposideros ater,Hipposideros ater,Dusky leaf-nosed bat,https://en.wikipedia.org/wiki/Dusky_leaf-nosed_bat,,,,,,Least Concern,118,https://upload.wikimedia.org/wikipedia/commons/e/ef/Hipposideros_ater_by_Nameer.jpg,https://commons.wikimedia.org/wiki/File%3AHipposideros_ater_by_Nameer.jpg,CC BY 4.0,P.O. Nameer / CC BY 4.0
Q322145,American marten,Martes americana,American marten,https://en.wikipedia.org/wiki/American_marten,,,,,,Least Concern,12741,https://upload.wikimedia.org/wikipedia/commons/8/8e/Newfoundland_Pine_Marten.jpg,https://commons.wikimedia.org/wiki/File%3ANewfoundland_Pine_Marten.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Parsonsphotography.bp&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Parsonsphotography.bp (page does not exist)"">Bailey Parsons</a> / CC BY-SA 3.0"
Q1768220,Guatemalan broad-clawed shrew,Cryptotis griseoventris,Guatemalan broad-clawed shrew,https://en.wikipedia.org/wiki/Guatemalan_broad-clawed_shrew,,,,,,Endangered,44,https://upload.wikimedia.org/wikipedia/commons/f/fe/BairdShrew23.jpg,https://commons.wikimedia.org/wiki/File%3ABairdShrew23.jpg,Public domain,Public domain
Q1767649,Lowland Mosaic-tailed Rat,Paramelomys platyops,Lowland mosaic-tailed rat,https://en.wikipedia.org/wiki/Lowland_mosaic-tailed_rat,,,,,,Least Concern,22,https://upload.wikimedia.org/wikipedia/commons/9/90/Paramelomys_platyops.jpg,https://commons.wikimedia.org/wiki/File%3AParamelomys_platyops.jpg,CC0,"Unknown author<span style=""display: none;"">Unknown author</span> / CC0"
Q954578,striped bush squirrel,Paraxerus flavovittis,Striped bush squirrel,https://en.wikipedia.org/wiki/Striped_bush_squirrel,,,,,,Least Concern,72,https://upload.wikimedia.org/wikipedia/commons/1/10/Paraxerus_flavovittis_47847299.jpg,https://commons.wikimedia.org/wiki/File%3AParaxerus_flavovittis_47847299.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/83785"">Francesco Cecere</a> / CC BY 4.0"
Q1947353,Black-bearded flying fox,Pteropus melanopogon,Black-bearded flying fox,https://en.wikipedia.org/wiki/Black-bearded_flying_fox,,,,,,Endangered,144,https://upload.wikimedia.org/wikipedia/commons/1/19/Naturalis_Biodiversity_Center_-_RMNH.MAM.45934_lat_-_Pteropus_melanopogon_-_skull.jpeg,https://commons.wikimedia.org/wiki/File%3ANaturalis_Biodiversity_Center_-_RMNH.MAM.45934_lat_-_Pteropus_melanopogon_-_skull.jpeg,CC0,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Naturalis_Biodiversity_Center"" class=""extiw"" title=""w:en:Naturalis Biodiversity Center""><span title=""natural history museum and research center in the Leiden, The Netherlands"">Naturalis Biodiversity Center</span></a>
</bdi> / CC0"
Q208486,golden lion tamarin,Leontopithecus rosalia,Golden lion tamarin,https://en.wikipedia.org/wiki/Golden_lion_tamarin,0.0606,,128.5,2.0,,Endangered,4731,https://upload.wikimedia.org/wikipedia/commons/8/8f/Leontopithecus_rosalia_-_Copenhagen_Zoo_-_DSC09082.JPG,https://commons.wikimedia.org/wiki/File%3ALeontopithecus_rosalia_-_Copenhagen_Zoo_-_DSC09082.JPG,CC0,"<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a> / CC0"
Q305745,Large-Eared Sheath-tailed Bat,Emballonura dianae,Large-eared sheath-tailed bat,https://en.wikipedia.org/wiki/Large-eared_sheath-tailed_bat,,,,,,Least Concern,44,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q4535,Baikal Seal,Pusa sibirica,Baikal seal,https://en.wikipedia.org/wiki/Baikal_seal,90.0,,334.8125,1.02,,Least Concern,12489,https://upload.wikimedia.org/wikipedia/commons/2/24/Nerpa_%28Pusa_sibirica%29_%283635255975%29.jpg,https://commons.wikimedia.org/wiki/File%3ANerpa_%28Pusa_sibirica%29_%283635255975%29.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/39547840@N04"">Sergey Gabdurakhmanov</a> from Mountain View, USA / CC BY 2.0"
Q1770201,Baird's pocket gopher,Geomys breviceps,Baird's pocket gopher,https://en.wikipedia.org/wiki/Baird's_pocket_gopher,,,,,,Least Concern,170,https://upload.wikimedia.org/wikipedia/commons/1/1e/GeomysBreviceps.png,https://commons.wikimedia.org/wiki/File%3AGeomysBreviceps.png,CC0,nautilus211 / CC0
Q194675,Linnaeus's mouse opossum,Marmosa murina,Linnaeus's mouse opossum,https://en.wikipedia.org/wiki/Linnaeus's_mouse_opossum,,,,,,Least Concern,222,https://upload.wikimedia.org/wikipedia/commons/6/60/Marmosa_murina_138138939.jpg,https://commons.wikimedia.org/wiki/File%3AMarmosa_murina_138138939.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/2688869"">Henrry</a> / CC BY 4.0"
Q1577469,Siberian brown lemming,Lemmus sibiricus,West Siberian lemming,https://en.wikipedia.org/wiki/West_Siberian_lemming,,,,,,Least Concern,414,https://upload.wikimedia.org/wikipedia/commons/2/23/Lemmus_sibiricus.jpg,https://commons.wikimedia.org/wiki/File%3ALemmus_sibiricus.jpg,Public domain,F. J. Bertuch ? / Public domain
Q308783,Sanborn's grass mouse,Abrothrix sanborni,Abrothrix sanborni,https://en.wikipedia.org/wiki/Abrothrix_sanborni,,,,,,Near Threatened,27,https://upload.wikimedia.org/wikipedia/commons/7/70/Abrothrix_sanborni.jpg,https://commons.wikimedia.org/wiki/File%3AAbrothrix_sanborni.jpg,CC BY 2.0,Jorge Cárdenas / CC BY 2.0
Q1769605,Zacatecan deer mouse,Peromyscus difficilis,Zacatecan deer mouse,https://en.wikipedia.org/wiki/Zacatecan_deer_mouse,,,,,,Least Concern,38,https://upload.wikimedia.org/wikipedia/commons/c/c8/Taxidermied_Peromyscus_difficilis.JPG,https://commons.wikimedia.org/wiki/File%3ATaxidermied_Peromyscus_difficilis.JPG,CC BY-SA 4.0,Geni / CC BY-SA 4.0
Q1877141,Riparian myotis,Myotis riparius,Riparian myotis,https://en.wikipedia.org/wiki/Riparian_myotis,,,,,,Least Concern,62,https://upload.wikimedia.org/wikipedia/commons/0/00/Myotis_riparius.jpg,https://commons.wikimedia.org/wiki/File%3AMyotis_riparius.jpg,CC BY 4.0,"Cardoso Cláudio V, Barbosa GP, Rassy FB, Rocha VJ, Moratelli R (2020) The bat fauna (Mammalia: Chiroptera) of Carlos Botelho State Park, Atlantic Forest of Southeastern Brazil, including new distribution records for the state of São Paulo. Zoologia 37: 1-32. <a rel=""nofollow"" class=""external free"" href=""https://doi.org/10.3897/zoologia.37.e36514"">https://doi.org/10.3897/zoologia.37.e36514</a> / CC BY 4.0"
Q558908,Pteropus vetulus,Pteropus vetulus,New Caledonia flying fox,https://en.wikipedia.org/wiki/New_Caledonia_flying_fox,,,,,,Near Threatened,61,https://upload.wikimedia.org/wikipedia/commons/9/94/Pteropus_vetulus.jpg,https://commons.wikimedia.org/wiki/File%3APteropus_vetulus.jpg,Public domain,"Matschie, Paul. / Public domain"
Q1769831,Lesser Rock Shrew,Crocidura serezkyensis,Lesser rock shrew,https://en.wikipedia.org/wiki/Lesser_rock_shrew,,,,,,Least Concern,57,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q1355743,Hainan hare,Lepus hainanus,Hainan hare,https://en.wikipedia.org/wiki/Hainan_hare,,,,,,Endangered,397,https://upload.wikimedia.org/wikipedia/commons/c/c5/Lepus_hainanus.jpg,https://commons.wikimedia.org/wiki/File%3ALepus_hainanus.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:John_Gerrard_Keulemans"" class=""extiw"" title=""w:en:John Gerrard Keulemans""><span title=""Dutch bird artist (1842-1912)"">John Gerrard Keulemans</span></a></bdi> / Public domain"
Q927065,Southern pudu,Pudu puda,Southern pudu,https://en.wikipedia.org/wiki/Southern_pudu,,,210.0,,,Near Threatened,1121,https://upload.wikimedia.org/wikipedia/commons/2/21/Southern_pudu_%28Pudu_puda%29_male_Chiloe.jpg,https://commons.wikimedia.org/wiki/File%3ASouthern_pudu_%28Pudu_puda%29_male_Chiloe.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q2300117,Togian babirusa,Babyrousa togeanensis,Togian babirusa,https://en.wikipedia.org/wiki/Togian_babirusa,,,,,,Endangered,741,https://upload.wikimedia.org/wikipedia/commons/a/af/Babyrousa_togeanensis.jpg,https://commons.wikimedia.org/wiki/File%3ABabyrousa_togeanensis.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mangkau_Zulkifli&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mangkau Zulkifli (page does not exist)"">Mangkau Zulkifli</a> / CC BY-SA 4.0"
Q1764348,Oligoryzomys vegetus,Oligoryzomys vegetus,Oligoryzomys vegetus,https://en.wikipedia.org/wiki/Oligoryzomys_vegetus,,,,,,Least Concern,22,https://upload.wikimedia.org/wikipedia/commons/b/b2/Oligoryzomys_vegetus_skull_Bangs.png,https://commons.wikimedia.org/wiki/File%3AOligoryzomys_vegetus_skull_Bangs.png,Public domain,Outram Bangs / Public domain
Q242602,Oreamnos americanus,Oreamnos americanus,Mountain goat,https://en.wikipedia.org/wiki/Mountain_goat,,,177.0,,,Least Concern,18457,https://upload.wikimedia.org/wikipedia/commons/2/23/Mountain_Goat%2C_Enchantments_Basin.jpg,https://commons.wikimedia.org/wiki/File%3AMountain_Goat%2C_Enchantments_Basin.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Adamschneider"" title=""User:Adamschneider"">Adam Schneider</a> / CC BY-SA 4.0"
Q960757,Wood's Slit-Faced Bat,Nycteris woodi,Wood's slit-faced bat,https://en.wikipedia.org/wiki/Wood's_slit-faced_bat,,,,,,Least Concern,59,https://upload.wikimedia.org/wikipedia/commons/c/ca/Naturalis_Biodiversity_Center_-_ZMA.MAM.28371.b_reg_-_Nycteris_woodi_-_skin.jpeg,https://commons.wikimedia.org/wiki/File%3ANaturalis_Biodiversity_Center_-_ZMA.MAM.28371.b_reg_-_Nycteris_woodi_-_skin.jpeg,CC0,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Naturalis_Biodiversity_Center"" class=""extiw"" title=""w:en:Naturalis Biodiversity Center""><span title=""natural history museum and research center in the Leiden, The Netherlands"">Naturalis Biodiversity Center</span></a>
</bdi> / CC0"
Q577084,Hoolock hoolock,Hoolock hoolock,Western hoolock gibbon,https://en.wikipedia.org/wiki/Western_hoolock_gibbon,,,,,,Endangered,786,https://upload.wikimedia.org/wikipedia/commons/2/2b/Hoolock_hoolock_001.jpg,https://commons.wikimedia.org/wiki/File%3AHoolock_hoolock_001.jpg,CC BY-SA 1.0,Vijay Cavale / CC BY-SA 1.0
Q852769,Tailless tenrec,Tenrec ecaudatus,Tailless tenrec,https://en.wikipedia.org/wiki/Tailless_tenrec,,,58.0,,,Least Concern,1401,https://upload.wikimedia.org/wikipedia/commons/b/bc/Tanrek.jpg,https://commons.wikimedia.org/wiki/File%3ATanrek.jpg,CC BY-SA 3.0,CC BY-SA 3.0
Q388804,Pteropus howensis,Pteropus howensis,Ontong Java flying fox,https://en.wikipedia.org/wiki/Ontong_Java_flying_fox,,,,,,Critically Endangered,70,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q179020,fin whale,Balaenoptera physalus,Fin whale,https://en.wikipedia.org/wiki/Fin_whale,,,350.03125,,,Vulnerable,13857,https://upload.wikimedia.org/wikipedia/commons/c/ce/Finhval_%281%29.jpg,https://commons.wikimedia.org/wiki/File%3AFinhval_%281%29.jpg,CC BY 2.0,Aqqa Rosing-Asvid - Visit Greenland / CC BY 2.0
Q1834052,Little Goblin Bat,Mormopterus minutus,Little goblin bat,https://en.wikipedia.org/wiki/Little_goblin_bat,,,,,,Vulnerable,149,https://upload.wikimedia.org/wikipedia/commons/3/3f/Mormopterus_minutus_Miller_1899_2.png,https://commons.wikimedia.org/wiki/File%3AMormopterus_minutus_Miller_1899_2.png,Public domain,"Gerrit S. Miller, Jr. / Public domain"
Q747319,Long-tailed Mouse,Pseudomys higginsi,Long-tailed mouse,https://en.wikipedia.org/wiki/Long-tailed_mouse,,,,,,Least Concern,331,https://upload.wikimedia.org/wikipedia/commons/e/ee/Long-tailed_Mouse_imported_from_iNaturalist_photo_143112114_on_18_April_2022.jpg,https://commons.wikimedia.org/wiki/File%3ALong-tailed_Mouse_imported_from_iNaturalist_photo_143112114_on_18_April_2022.jpg,CC BY 4.0,"(c) Bruce Deagle, some rights reserved (CC BY) / CC BY 4.0"
Q1768070,Goldman's pocket gopher,Cratogeomys goldmani,Goldman's pocket gopher,https://en.wikipedia.org/wiki/Goldman's_pocket_gopher,,,,,,Least Concern,79,https://upload.wikimedia.org/wikipedia/commons/0/04/Cratogeomys_goldmani_12671219.jpg,https://commons.wikimedia.org/wiki/File%3ACratogeomys_goldmani_12671219.jpg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/424368"">Diana Fuentes</a> / CC BY-SA 4.0"
Q2232278,Olympic shrew,Sorex rohweri,Olympic shrew,https://en.wikipedia.org/wiki/Olympic_shrew,,,,,,Least Concern,60,https://upload.wikimedia.org/wikipedia/commons/f/fe/BairdShrew23.jpg,https://commons.wikimedia.org/wiki/File%3ABairdShrew23.jpg,Public domain,Public domain
Q183255,common warthog,Phacochoerus africanus,Common warthog,https://en.wikipedia.org/wiki/Common_warthog,,,172.0,,,Least Concern,6772,https://upload.wikimedia.org/wikipedia/commons/4/45/Southern_warthog_%28Phacochoerus_africanus_sundevallii%29_male.jpg,https://commons.wikimedia.org/wiki/File%3ASouthern_warthog_%28Phacochoerus_africanus_sundevallii%29_male.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q26582,Mustela putorius,Mustela putorius,European polecat,https://en.wikipedia.org/wiki/European_polecat,,,41.0,,,Least Concern,14017,https://upload.wikimedia.org/wikipedia/commons/1/17/Storm_the_polecat.jpg,https://commons.wikimedia.org/wiki/File%3AStorm_the_polecat.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/peter-trimming/"">Peter Trimming</a> / CC BY 2.0"
Q209132,Bennett's tree-kangaroo,Dendrolagus bennettianus,Bennett's tree-kangaroo,https://en.wikipedia.org/wiki/Bennett's_tree-kangaroo,,,,,,Near Threatened,693,https://upload.wikimedia.org/wikipedia/commons/3/32/Bennett%27s_Tree-kangaroo.jpg,https://commons.wikimedia.org/wiki/File%3ABennett%27s_Tree-kangaroo.jpg,Public domain,Public domain
Q1769202,Southern big-eared mouse,Loxodontomys micropus,Southern big-eared mouse,https://en.wikipedia.org/wiki/Southern_big-eared_mouse,,,,,,Least Concern,66,https://upload.wikimedia.org/wikipedia/commons/6/6d/Loxodontomys_micropus.JPG,https://commons.wikimedia.org/wiki/File%3ALoxodontomys_micropus.JPG,Public domain,Richard Owen / Public domain
Q272933,Vulpes chama,Vulpes chama,Cape fox,https://en.wikipedia.org/wiki/Cape_fox,,,52.0,,,Least Concern,2757,https://upload.wikimedia.org/wikipedia/commons/8/87/Vulpes_chama_%28Etosha%29.jpg,https://commons.wikimedia.org/wiki/File%3AVulpes_chama_%28Etosha%29.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Yathin_sk"" title=""User:Yathin sk"">Yathin S Krishnappa</a> / CC BY-SA 3.0"
Q1768832,Pteropus temminckii,Pteropus temminckii,Temminck's flying fox,https://en.wikipedia.org/wiki/Temminck's_flying_fox,,,,,,Vulnerable,81,https://upload.wikimedia.org/wikipedia/commons/c/ce/Pteropus_temminckii.jpg,https://commons.wikimedia.org/wiki/File%3APteropus_temminckii.jpg,Public domain,"Matschie, Paul. / Public domain"
Q1287462,Thollon's red colobus,Piliocolobus tholloni,Thollon's red colobus,https://en.wikipedia.org/wiki/Thollon's_red_colobus,,,,,,Vulnerable,105,https://upload.wikimedia.org/wikipedia/commons/3/33/Cercopithecus_mona.jpg,https://commons.wikimedia.org/wiki/File%3ACercopithecus_mona.jpg,Public domain,Public domain
Q1766612,Yellow ground squirrel,Spermophilus fulvus,Yellow ground squirrel,https://en.wikipedia.org/wiki/Yellow_ground_squirrel,,,,,,Least Concern,204,https://upload.wikimedia.org/wikipedia/commons/3/3c/Spermophilus_fulvus_Baikonur_02.jpg,https://commons.wikimedia.org/wiki/File%3ASpermophilus_fulvus_Baikonur_02.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Yuriy75"" title=""User:Yuriy75"">Yuriy75</a> / CC BY-SA 3.0"
Q549108,Capra pyrenaica,Capra pyrenaica,Iberian ibex,https://en.wikipedia.org/wiki/Iberian_ibex,,,164.0,,,Least Concern,3056,https://upload.wikimedia.org/wikipedia/commons/4/4e/Cabra_mont%C3%A9s_2%2C_cropped_and_brightened.jpg,https://commons.wikimedia.org/wiki/File%3ACabra_mont%C3%A9s_2%2C_cropped_and_brightened.jpg,CC BY-SA 3.0,Juan Lacruz / CC BY-SA 3.0
Q614611,Miniopterus manavi,Miniopterus manavi,Manavi long-fingered bat,https://en.wikipedia.org/wiki/Manavi_long-fingered_bat,,,,,,Least Concern,44,https://upload.wikimedia.org/wikipedia/commons/6/6f/Miniopterus_manavi.jpg,https://commons.wikimedia.org/wiki/File%3AMiniopterus_manavi.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Edgarsh422"" title=""User:Edgarsh422"">Edgar Sánchez Hidalgo</a>  <a rel=""nofollow"" class=""external free"" href=""http://edgarsanchezhidalgo.blogspot.com.es"">http://edgarsanchezhidalgo.blogspot.com.es</a> <a rel=""nofollow"" class=""external free"" href=""https://www.facebook.com/Edgarsanchezilustrador"">https://www.facebook.com/Edgarsanchezilustrador</a> / CC BY-SA 3.0"
Q24278925,Handleyomys alfaroi,Handleyomys alfaroi,Handleyomys alfaroi,https://en.wikipedia.org/wiki/Handleyomys_alfaroi,,,,,,Least Concern,52,https://upload.wikimedia.org/wikipedia/commons/6/6e/Handleyomys_alfaroi_70730164.jpg,https://commons.wikimedia.org/wiki/File%3AHandleyomys_alfaroi_70730164.jpg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/5772"">Juan Cruzado Cortés</a> / CC BY-SA 4.0"
Q339418,Rattus exulans,Rattus exulans,Polynesian rat,https://en.wikipedia.org/wiki/Polynesian_rat,,,,,,Least Concern,6568,https://upload.wikimedia.org/wikipedia/commons/8/85/Starr-141030-2690-Eucalyptus_globulus-habitat_with_Polynesian_rat_in_parking_lot-Hosmers_Grove_HNP-Maui_%2825129932392%29.jpg,https://commons.wikimedia.org/wiki/File%3AStarr-141030-2690-Eucalyptus_globulus-habitat_with_Polynesian_rat_in_parking_lot-Hosmers_Grove_HNP-Maui_%2825129932392%29.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/97499887@N06"">Forest and Kim Starr</a> / CC BY 4.0"
Q172553,Sinaloan pocket mouse,Chaetodipus pernix,Sinaloan pocket mouse,https://en.wikipedia.org/wiki/Sinaloan_pocket_mouse,,,,,,Least Concern,45,https://upload.wikimedia.org/wikipedia/commons/9/9b/Sinaloan_Pocket_Mouse_imported_from_iNaturalist_photo_194828634_on_13_April_2024.jpg,https://commons.wikimedia.org/wiki/File%3ASinaloan_Pocket_Mouse_imported_from_iNaturalist_photo_194828634_on_13_April_2024.jpg,CC BY-SA 4.0,"(c) Gonzalo Zepeda Martínez, some rights reserved (CC BY-SA) / CC BY-SA 4.0"
Q301814,Celebes rat,Taeromys celebensis,Celebes rat,https://en.wikipedia.org/wiki/Celebes_rat,,,,,,Least Concern,31,https://upload.wikimedia.org/wikipedia/commons/3/39/Zyzomys_pedunculatus.jpg,https://commons.wikimedia.org/wiki/File%3AZyzomys_pedunculatus.jpg,CC BY-SA 2.0,Michael Barritt &amp; Karen May / CC BY-SA 2.0
