wikidata_id,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,population_grp_size,max_speed_mph,hibernation_b,migration_b,continent,conservation_status,pageviews_30d,sound_url,image_url,image_file_page,image_license,image_attribution
Q231625,Lepus arcticus,Arctic hare,https://en.wikipedia.org/wiki/Arctic_hare,4.4,7,52,5.62,,35,0,1,,Least Concern,8544,,https://upload.wikimedia.org/wikipedia/commons/e/e3/Arctic_Hare_1.jpg,https://commons.wikimedia.org/wiki/File%3AArctic_Hare_1.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://flickr.com/people/24208945@N00"">Steve Sayles</a> from Rankin Inlet, Nunavut, Canada / CC BY-SA 2.0"
Q368495,Mephitis mephitis,Striped skunk,https://en.wikipedia.org/wiki/Striped_skunk,2.4,12.9,63.3,5.7,,10,0,0,North America,Least Concern,8492,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Skunk_about_to_spray.jpg,https://commons.wikimedia.org/wiki/File%3ASkunk_about_to_spray.jpg,Public domain,Wallace Keck / Public domain
Q210872,Platanista gangetica,Ganges river dolphin,https://en.wikipedia.org/wiki/Ganges_river_dolphin,93.5,28,304.2,0.97,,14,0,1,Asia,Endangered,8454,,https://upload.wikimedia.org/wikipedia/commons/8/81/Ganges_River_Dolphin_cropped.jpg,https://commons.wikimedia.org/wiki/File%3AGanges_River_Dolphin_cropped.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=Kukil_Gogoi&amp;action=edit&amp;redlink=1"" class=""new"" title=""Kukil Gogoi (page does not exist)"">Kukil Gogoi</a> / CC BY-SA 4.0"
Q754992,Nasua narica,White-nosed coati,https://en.wikipedia.org/wiki/White-nosed_coati,4.6,17.7,76.8,4,,15,0,0,,Least Concern,8429,,https://upload.wikimedia.org/wikipedia/commons/c/cb/WNCoati_Alajuela_CR.png,https://commons.wikimedia.org/wiki/File%3AWNCoati_Alajuela_CR.png,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Needsmoreritalin"" title=""User:Needsmoreritalin"">Chuck Homler, Focus On Wildlife</a> / CC BY-SA 4.0"
Q194313,Dolichotis patagonum,Patagonian mara,https://en.wikipedia.org/wiki/Patagonian_mara,8,14,98,1.75,69,35,0,,South America,Near Threatened,8378,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dolichotis_patagonum_99386074.jpg,https://commons.wikimedia.org/wiki/File%3ADolichotis_patagonum_99386074.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/1514402"">Hugo Hulsberg</a> / CC0"
Q237286,Oryx leucoryx,Arabian oryx,https://en.wikipedia.org/wiki/Arabian_oryx,75.8,20,240,1,19.5,50,0,0,,Vulnerable,8355,,https://upload.wikimedia.org/wikipedia/commons/4/43/Arabian_oryx_%28oryx_leucoryx%29.jpg,https://commons.wikimedia.org/wiki/File%3AArabian_oryx_%28oryx_leucoryx%29.jpg,CC BY-SA 3.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 3.0"
Q190154,Addax nasomaculatus,Addax,https://en.wikipedia.org/wiki/Addax,96.1,25.7,262.7,1,61.25,50,0,1,Africa,Critically Endangered,8355,,https://upload.wikimedia.org/wikipedia/commons/8/8d/A_big_male_Addax_showing_as_the_power_of_his_horns.jpg,https://commons.wikimedia.org/wiki/File%3AA_big_male_Addax_showing_as_the_power_of_his_horns.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:HaytemBouchri93&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:HaytemBouchri93 (page does not exist)"">HaytemBouchri93</a> / CC BY-SA 4.0"
Q10758828,Erethizon dorsatum,North American porcupine,https://en.wikipedia.org/wiki/North_American_porcupine,7.4,18,211,1,,6,0,1,North America,Least Concern,8240,,https://upload.wikimedia.org/wikipedia/commons/8/83/Porcupine-BioDome.jpg,https://commons.wikimedia.org/wiki/File%3APorcupine-BioDome.jpg,CC BY-SA 2.5,"<a href=""//commons.wikimedia.org/wiki/User:JGlover"" title=""User:JGlover"">J. Glover</a> / CC BY-SA 2.5"
Q139487,Tragelaphus strepsiceros,Greater kudu,https://en.wikipedia.org/wiki/Greater_kudu,206.1,23,220.9,1,,50,0,0,Africa,Least Concern,8123,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Male_greater_kudu.jpg,https://commons.wikimedia.org/wiki/File%3AMale_greater_kudu.jpg,CC BY-SA 3.0,"<a href=""https://en.wikipedia.org/wiki/User:L0k1m0nk33"" class=""extiw"" title=""wikipedia:User:L0k1m0nk33"">L0k1m0nk33</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a> / CC BY-SA 3.0"
Q370965,Craseonycteris thonglongyai,Kitti's hog-nosed bat,https://en.wikipedia.org/wiki/Kitti's_hog-nosed_bat,0.002,,,1,150.1,25,0,1,Asia,Near Threatened,8062,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Craseonycteris_thonglongyai.png,https://commons.wikimedia.org/wiki/File%3ACraseonycteris_thonglongyai.png,CC BY 4.0,"Sébastien J. Puechmaille1,*, Pipat Soisook2, Medhi Yokubol2, Piyathip Piyapan2,Meriadeg Ar Gouilh3, 4, Khin Mie Mie5, Khin Khin Kyaw5, Iain Mackie6,Sara Bumrungsri2, Ariya Dejtaradol2, Tin Nwe5, Si Si Hla Bu7, Chutamas Satasook2,Paul J. Bates8, Emma C. Teeling1, / CC BY 4.0"
Q193182,Tachyglossus aculeatus,Short-beaked echidna,https://en.wikipedia.org/wiki/Short-beaked_echidna,4.5,50,17.7,1,,10,1,0,Oceania,Least Concern,8002,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Wild_shortbeak_echidna.jpg,https://commons.wikimedia.org/wiki/File%3AWild_shortbeak_echidna.jpg,GFDL 1.2,"<a href=""//commons.wikimedia.org/wiki/User:Fir0002"" title=""User:Fir0002"">User:Fir0002</a> / GFDL 1.2"
Q26838,Lepus europaeus,European hare,https://en.wikipedia.org/wiki/European_hare,3.8,12,42,2.14,,35,0,0,,Least Concern,7914,,https://upload.wikimedia.org/wikipedia/commons/4/44/Lepus_europaeus_%28Causse_M%C3%A9jean%2C_Loz%C3%A8re%29-cropped.jpg,https://commons.wikimedia.org/wiki/File%3ALepus_europaeus_%28Causse_M%C3%A9jean%2C_Loz%C3%A8re%29-cropped.jpg,CC BY-SA 2.0,"<p><a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/25622178@N08"">Jean-Jacques Boujot</a> from Paris, France
</p> / CC BY-SA 2.0"
Q239032,Tragelaphus angasii,Nyala,https://en.wikipedia.org/wiki/Nyala,87.6,16,220,1,,50,0,0,Africa,Least Concern,7767,,https://upload.wikimedia.org/wikipedia/commons/1/17/Nyala_%28Tragelaphus_angasii%29_male_Maputo.jpg,https://commons.wikimedia.org/wiki/File%3ANyala_%28Tragelaphus_angasii%29_male_Maputo.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q193400,Tragelaphus eurycerus,Bongo (antelope),https://en.wikipedia.org/wiki/Bongo_(antelope),271,19.4,285,1,,50,0,0,Africa,Near Threatened,7767,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Tragelaphus_eurycerus_-Marwell_Wildlife%2C_Hampshire%2C_England-8a.jpg,https://commons.wikimedia.org/wiki/File%3ATragelaphus_eurycerus_-Marwell_Wildlife%2C_Hampshire%2C_England-8a.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/38737399@N03"">Charles Miller</a> from Basingstoke, United Kingdom / CC BY 2.0"
Q623173,Ziphius cavirostris,Cuvier's beaked whale,https://en.wikipedia.org/wiki/Cuvier's_beaked_whale,4775,36,,1,2,18,0,,,Least Concern,7632,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Ziphius_carvirostris.jpg,https://commons.wikimedia.org/wiki/File%3AZiphius_carvirostris.jpg,CC BY-SA 4.0,Jörg Mazur / CC BY-SA 4.0
Q837610,Ommatophoca rossii,Ross seal,https://en.wikipedia.org/wiki/Ross_seal,208.3,21,349.8,0.96,,15,0,1,Antarctica,Least Concern,7486,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Ommatophoca_rossii_%28Ross_Seal%29%2C_off_Wilkes_Land%2C_Antarctica_1.jpg,https://commons.wikimedia.org/wiki/File%3AOmmatophoca_rossii_%28Ross_Seal%29%2C_off_Wilkes_Land%2C_Antarctica_1.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/people/botheredbybees"">botheredbybees</a> / CC0"
Q284104,Trachypithecus geei,Gee's golden langur,https://en.wikipedia.org/wiki/Gee's_golden_langur,8.4,,,1.02,13.3,20,0,0,Asia,Endangered,7398,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Golden_langur.jpg,https://commons.wikimedia.org/wiki/File%3AGolden_langur.jpg,CC BY-SA 2.5,"The original uploader was <a href=""https://en.wikipedia.org/wiki/User:Amartyabag"" class=""extiw"" title=""wikipedia:User:Amartyabag"">Amartyabag</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>. / CC BY-SA 2.5"
Q147128,Glis glis,European edible dormouse,https://en.wikipedia.org/wiki/European_edible_dormouse,0.128,9,28.2,5.17,,8,1,0,,Least Concern,7387,,https://upload.wikimedia.org/wikipedia/commons/6/65/Edible_dormouse_-_Relmuis_-_Glis_glis.jpg,https://commons.wikimedia.org/wiki/File%3AEdible_dormouse_-_Relmuis_-_Glis_glis.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:BouketenCate"" title=""User:BouketenCate"">Bouke ten Cate</a> / CC BY-SA 4.0"
Q194080,Theropithecus gelada,Gelada,https://en.wikipedia.org/wiki/Gelada,16,28,178.6,1.01,112,20,0,0,Africa,Least Concern,7287,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Gelada_%28Theropithecus_gelada_gelada%29_male_2.jpg,https://commons.wikimedia.org/wiki/File%3AGelada_%28Theropithecus_gelada_gelada%29_male_2.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q285810,Pteropus giganteus,Indian flying fox,https://en.wikipedia.org/wiki/Indian_flying_fox,0.825,31.4,166.6,0.99,550,35,0,1,Asia,Near Threatened,7258,,https://upload.wikimedia.org/wikipedia/commons/6/67/047_Indian_flying_fox_in_Keoladeo_National_Park_Photo_by_Giles_Laurent.jpg,https://commons.wikimedia.org/wiki/File%3A047_Indian_flying_fox_in_Keoladeo_National_Park_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Giles_Laurent"" title=""User:Giles Laurent"">Giles Laurent</a> / CC BY-SA 4.0"
Q626023,Mirounga angustirostris,Northern elephant seal,https://en.wikipedia.org/wiki/Northern_elephant_seal,1112.4,20.3,290.6,1,,20,0,1,,Least Concern,7125,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Mating_scene_with_elevated_Alpha_Male._Elephant_Seals_of_Piedras_Blancas.jpg,https://commons.wikimedia.org/wiki/File%3AMating_scene_with_elevated_Alpha_Male._Elephant_Seals_of_Piedras_Blancas.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/72825507@N00"">Mike Baird</a> / CC BY 2.0"
Q200400,Otocyon megalotis,Bat-eared fox,https://en.wikipedia.org/wiki/Bat-eared_fox,4.1,13.8,67.5,4,,30,0,0,Africa,Least Concern,7123,,https://upload.wikimedia.org/wikipedia/commons/8/84/Otocyon_megalotis_-_Etosha_2014.jpg,https://commons.wikimedia.org/wiki/File%3AOtocyon_megalotis_-_Etosha_2014.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Yathin_sk"" title=""User:Yathin sk"">Yathin S Krishnappa</a> / CC BY-SA 3.0"
Q756080,Rhinopithecus roxellana,Golden snub-nosed monkey,https://en.wikipedia.org/wiki/Golden_snub-nosed_monkey,13.5,,199.3,1,,20,0,1,Asia,Endangered,7105,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Golden_Snub-nosed_Monkeys%2C_Qinling_Mountains_-_China.jpg,https://commons.wikimedia.org/wiki/File%3AGolden_Snub-nosed_Monkeys%2C_Qinling_Mountains_-_China.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/giovannimari/"">Giovanni Mari</a> / CC BY-SA 2.0"
Q189484,Papio hamadryas,Hamadryas baboon,https://en.wikipedia.org/wiki/Hamadryas_baboon,14,37.5,180,1.01,54,20,0,1,,Least Concern,7090,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Papio_hamadryas_pair.jpg,https://commons.wikimedia.org/wiki/File%3APapio_hamadryas_pair.jpg,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Manuel_Gonz%C3%A1lez_Olaechea"" title=""User:Manuel González Olaechea"">Manuel González Olaechea y Franco</a> / CC BY 3.0"
Q187024,Vulpes corsac,Corsac fox,https://en.wikipedia.org/wiki/Corsac_fox,2.6,,55,5.62,,30,0,1,,Least Concern,6921,,https://upload.wikimedia.org/wikipedia/commons/0/07/Vulpes_corsac.jpg,https://commons.wikimedia.org/wiki/File%3AVulpes_corsac.jpg,Public domain,"Wim Stam (<a href=""//commons.wikimedia.org/w/index.php?title=User:Wim_stam&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Wim stam (page does not exist)"">User:Wim stam</a>) / Public domain"
Q244277,Aonyx cinerea,Asian small-clawed otter,https://en.wikipedia.org/wiki/Asian_small-clawed_otter,3.5,10.1,63.3,1.47,,15,0,,Asia,Vulnerable,6784,,https://upload.wikimedia.org/wikipedia/commons/1/14/Otter_-_melbourne_zoo.jpg,https://commons.wikimedia.org/wiki/File%3AOtter_-_melbourne_zoo.jpg,GFDL 1.2,"<p><br style=""clear:both"">
</p>
<table align=""CENTER"" style=""width:80%; background-color:#f7f8ff; border:2px solid #8888aa; padding:5px;"">

<tbody><tr>
<td><table border=""0"" width=""100%"" style=""background-color:#f7f8ff;"">
        <tbody><tr style=""font-family: Segoe UI, Trebuchet MS, serif;"">
                <td align=""center"" valign=""top"">
                <div style=""padding-bottom:25px;""><span style=""font-size:large;""><b><a href=""https://en.wikipedia.org/wiki/User:Fir0002"" class=""extiw"" title=""en:User:Fir0002"">fir0002</a> <br> flagstaffotos [at] gmail.com</b></span></div>
                <div style=""font-size:11pt"">Canon 20D + Canon 70-200mm f/2.8 L</div>
</td>
                <td valign=""top"" align=""left"">
                    <table border=""0"" width=""240"" style=""background-color:#f7f8ff;"">
                         <tbody><tr>
                         <td valign=""top""><figure class=""mw-halign-left"" typeof=""mw:File""><a href=""//commons.wikimedia.org/wiki/File:Canon_70-200_L.jpg"" class=""mw-file-description""><img src=""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Canon_70-200_L.jpg/120px-Canon_70-200_L.jpg"" decoding=""async"" width=""120"" height=""80"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Canon_70-200_L.jpg/250px-Canon_70-200_L.jpg 1.5x"" data-file-width=""1600"" data-file-height=""1067""></a><figcaption></figcaption></figure></td>
                         <td valign=""top""><figure class=""mw-halign-left"" typeof=""mw:File""><a href=""//commons.wikimedia.org/wiki/File:Canon_70-200_L02.jpg"" class=""mw-file-description""><img src=""https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Canon_70-200_L02.jpg/120px-Canon_70-200_L02.jpg"" decoding=""async"" width=""120"" height=""80"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Canon_70-200_L02.jpg/250px-Canon_70-200_L02.jpg 1.5x"" data-file-width=""1600"" data-file-height=""1067""></a><figcaption></figcaption></figure></td>
                         <td valign=""top""><figure class=""mw-halign-left"" typeof=""mw:File""><a href=""//commons.wikimedia.org/wiki/File:Canon_70-200_L03.jpg"" class=""mw-file-description""><img src=""https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Canon_70-200_L03.jpg/120px-Canon_70-200_L03.jpg"" decoding=""async"" width=""120"" height=""80"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Canon_70-200_L03.jpg/250px-Canon_70-200_L03.jpg 1.5x"" data-file-width=""1600"" data-file-height=""1067""></a><figcaption></figcaption></figure></td>
                         </tr>
                         </tbody></table>
                </td>
        </tr>
</tbody></table>
</td></tr></tbody></table> / GFDL 1.2"
Q213889,Symphalangus syndactylus,Siamang,https://en.wikipedia.org/wiki/Siamang,10.8,38,230.7,1.02,,20,0,0,Asia,Endangered,6778,https://upload.wikimedia.org/wikipedia/commons/7/79/Symphalangus_syndactylus_20170623_Dou%C3%A9-la-Fontaine.ogg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Siamang_Tierpark_Hellabrunn-4.jpg,https://commons.wikimedia.org/wiki/File%3ASiamang_Tierpark_Hellabrunn-4.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Rufus46"" title=""User:Rufus46"">Rufus46</a> / CC BY-SA 3.0"
Q183255,Phacochoerus africanus,Common warthog,https://en.wikipedia.org/wiki/Common_warthog,82.5,15,172.5,,,30,0,0,Africa,Least Concern,6772,,https://upload.wikimedia.org/wikipedia/commons/4/45/Southern_warthog_%28Phacochoerus_africanus_sundevallii%29_male.jpg,https://commons.wikimedia.org/wiki/File%3ASouthern_warthog_%28Phacochoerus_africanus_sundevallii%29_male.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q190508,Moschus moschiferus,Siberian musk deer,https://en.wikipedia.org/wiki/Siberian_musk_deer,13.3,,175.9,1.74,1,35,0,1,Asia,Vulnerable,6724,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Moschus_moschiferus_in_Plzen_zoo_%2812.02.2011%29.jpg,https://commons.wikimedia.org/wiki/File%3AMoschus_moschiferus_in_Plzen_zoo_%2812.02.2011%29.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%A3%D1%81%D0%B8%D0%BA"" title=""User:Николай Усик"">Николай Усик</a> / <a rel=""nofollow"" class=""external free"" href=""http://paradoxusik.livejournal.com/"">http://paradoxusik.livejournal.com/</a> / CC BY-SA 3.0"
Q640645,Lepus californicus,Black-tailed jackrabbit,https://en.wikipedia.org/wiki/Black-tailed_jackrabbit,2.4,6.8,41.8,2.68,,35,0,0,North America,Least Concern,6701,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Black-tailed_Jack_Rabbit_%28Lepus_californicus%29.jpg,https://commons.wikimedia.org/wiki/File%3ABlack-tailed_Jack_Rabbit_%28Lepus_californicus%29.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Needsmoreritalin"" title=""User:Needsmoreritalin"">Chuck Homler d/b/a Focus On Wildlife</a> / CC BY-SA 4.0"
Q326976,Tamiasciurus hudsonicus,American red squirrel,https://en.wikipedia.org/wiki/American_red_squirrel,0.2,12,34.2,3.93,,12,0,0,North America,Least Concern,6691,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Tamiasciurus_hudsonicus_CT.jpg,https://commons.wikimedia.org/wiki/File%3ATamiasciurus_hudsonicus_CT.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Cephas"" title=""User:Cephas"">Cephas</a> / CC BY-SA 3.0"
Q626027,Lobodon carcinophaga,Crabeater seal,https://en.wikipedia.org/wiki/Crabeater_seal,225,39,269.8,0.96,,15,0,1,,Least Concern,6689,,https://upload.wikimedia.org/wikipedia/commons/0/00/Crabeater_Seal_in_Pl%C3%A9neau_Bay%2C_Antarctica_%286059168728%29.jpg,https://commons.wikimedia.org/wiki/File%3ACrabeater_Seal_in_Pl%C3%A9neau_Bay%2C_Antarctica_%286059168728%29.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/59222181@N03"">Liam Quinn</a> from Canada / CC BY-SA 2.0"
Q547663,Condylura cristata,Star-nosed mole,https://en.wikipedia.org/wiki/Star-nosed_mole,0.048,3,40,5.39,1.5,6,0,0,North America,Least Concern,6682,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Condylura.jpg,https://commons.wikimedia.org/wiki/File%3ACondylura.jpg,Public domain,US National Parks Service / Public domain
Q649817,Meriones unguiculatus,Mongolian gerbil,https://en.wikipedia.org/wiki/Mongolian_gerbil,0.058,2,25.1,5.01,,8,0,0,Asia,Least Concern,6639,,https://upload.wikimedia.org/wikipedia/commons/9/9c/Meriones_unguiculatus_%28wild%29.jpg,https://commons.wikimedia.org/wiki/File%3AMeriones_unguiculatus_%28wild%29.jpg,Public domain,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/55663585@N00"">Alastair Rae</a> from London, United Kingdom / Public domain"
Q754034,Capricornis crispus,Japanese serow,https://en.wikipedia.org/wiki/Japanese_serow,43,18.6,213,1,,35,0,0,Asia,Least Concern,6591,,https://upload.wikimedia.org/wikipedia/commons/2/28/Nihonkamoshika-akita.JPG,https://commons.wikimedia.org/wiki/File%3ANihonkamoshika-akita.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Kei_hashi&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kei hashi (page does not exist)"">Kei hashi</a> / CC BY-SA 3.0"
Q667252,Cercopithecus mitis,Blue monkey,https://en.wikipedia.org/wiki/Blue_monkey,5,27.1,138.4,1,,20,0,0,Africa,Least Concern,6580,,https://upload.wikimedia.org/wikipedia/commons/5/53/Blue_monkey_%28Cercopithecus_mitis_stuhlmanni%29.jpg,https://commons.wikimedia.org/wiki/File%3ABlue_monkey_%28Cercopithecus_mitis_stuhlmanni%29.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q339418,Rattus exulans,Polynesian rat,https://en.wikipedia.org/wiki/Polynesian_rat,0.051,,21.3,3.7,,8,0,0,Asia,Least Concern,6568,,https://upload.wikimedia.org/wikipedia/commons/8/85/Starr-141030-2690-Eucalyptus_globulus-habitat_with_Polynesian_rat_in_parking_lot-Hosmers_Grove_HNP-Maui_%2825129932392%29.jpg,https://commons.wikimedia.org/wiki/File%3AStarr-141030-2690-Eucalyptus_globulus-habitat_with_Polynesian_rat_in_parking_lot-Hosmers_Grove_HNP-Maui_%2825129932392%29.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/97499887@N06"">Forest and Kim Starr</a> / CC BY 4.0"
Q208549,Monachus monachus,Mediterranean monk seal,https://en.wikipedia.org/wiki/Mediterranean_monk_seal,294.9,23.7,334.6,1,,20,0,0,,Vulnerable,6559,,https://upload.wikimedia.org/wikipedia/commons/5/51/Monachus_monachus_DSC_0274.jpg,https://commons.wikimedia.org/wiki/File%3AMonachus_monachus_DSC_0274.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Babac62&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Babac62 (page does not exist)"">Marinko Babić</a> / CC BY-SA 4.0"
Q214633,Phodopus sungorus,Winter white dwarf hamster,https://en.wikipedia.org/wiki/Winter_white_dwarf_hamster,0.03,3.2,21,5.48,,8,0,0,,Least Concern,6438,,https://upload.wikimedia.org/wikipedia/commons/7/7a/PhodopusSungorus_1.jpg,https://commons.wikimedia.org/wiki/File%3APhodopusSungorus_1.jpg,CC BY 2.5,Philipp Salzgeber / CC BY 2.5
Q695973,Muntiacus reevesi,Reeves's muntjac,https://en.wikipedia.org/wiki/Reeves's_muntjac,13.5,,214.2,0.98,,35,0,0,,Least Concern,6400,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Chinesischer_Muntjak_Muntiacus_reevesi_Zoo_Augsburg-04.jpg,https://commons.wikimedia.org/wiki/File%3AChinesischer_Muntjak_Muntiacus_reevesi_Zoo_Augsburg-04.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Rufus46"" title=""User:Rufus46"">Rufus46</a> / CC BY-SA 3.0"
Q328809,Connochaetes taurinus,Blue wildebeest,https://en.wikipedia.org/wiki/Blue_wildebeest,198.6,21.5,251.5,0.98,,50,0,1,Africa,Least Concern,6388,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Blue_Wildebeest%2C_Ngorongoro.jpg,https://commons.wikimedia.org/wiki/File%3ABlue_Wildebeest%2C_Ngorongoro.jpg,GFDL 1.2,"<b><a href=""https://en.wikipedia.org/wiki/User:Muhammad_Mahdi_Karim"" class=""extiw"" title=""w:User:Muhammad Mahdi Karim"">Muhammad Mahdi Karim</a></b> / GFDL 1.2"
Q186267,Ovis ammon,Argali,https://en.wikipedia.org/wiki/Argali,114,15.1,165,1.22,,35,0,1,Asia,Near Threatened,6328,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Karkaraly_National_Park_11.jpg,https://commons.wikimedia.org/wiki/File%3AKarkaraly_National_Park_11.jpg,CC BY-SA 3.0,"S. Reznichenko (<a href=""//commons.wikimedia.org/w/index.php?title=User:Kgnpp&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kgnpp (page does not exist)"">Kgnpp</a>) / CC BY-SA 3.0"
Q274177,Prionailurus planiceps,Flat-headed cat,https://en.wikipedia.org/wiki/Flat-headed_cat,3.5,,56,,1,30,0,,Asia,Endangered,6310,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flat-headed_cat_1_Jim_Sanderson.JPG,https://commons.wikimedia.org/wiki/File%3AFlat-headed_cat_1_Jim_Sanderson.JPG,CC BY-SA 3.0,Jim Sanderson / CC BY-SA 3.0
Q174199,Tursiops truncatus,Common bottlenose dolphin,https://en.wikipedia.org/wiki/Common_bottlenose_dolphin,281,46,365,0.98,7,20,0,1,,Least Concern,6226,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Tursiops_truncatus_01-cropped.jpg,https://commons.wikimedia.org/wiki/File%3ATursiops_truncatus_01-cropped.jpg,Public domain,"<p>NASA
</p> / Public domain"
Q244410,Eubalaena australis,Southern right whale,https://en.wikipedia.org/wiki/Southern_right_whale,23000,,362,,,10,0,1,,Least Concern,6161,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Southern_right_whale6.jpg,https://commons.wikimedia.org/wiki/File%3ASouthern_right_whale6.jpg,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Mcatan"" title=""User:Mcatan"">Michaël CATANZARITI</a> / Public domain"
